Título,Data,URL,Conteudo
Mato Grosso é estado com maior crescimento da Indústria em 2022,10/02/2023,https://uniaobrasil.org.br/blog/2023/02/10/mato-grosso-e-estado-com-maior-crescimento-da-industria-em-2022/,"O Estado de Mato Grosso alcançou um avanço expressivo no setor da Indústria em 2022. Enquanto quedas acentuadas foram registradas em diversas regiões do país, Mato Grosso fechou o ano com 19,4% de crescimento do setor. Os dados foram divulgados na Pesquisa Industrial Mensal (PIM Regional) do Instituto Brasileiro de Geografia e Estatística (IBGE).Administrado pelo governador Mauro Mendes (União Brasil), o estado apresentou os números positivos principalmente pelo comportamento dos setores de produtos alimentícios e de coque – produtos derivados do petróleo e biocombustíveis como o álcool etílico.Depois de Mato Grosso, Rio de Janeiro (4,6%), Amazonas (3,8%), Bahia (2,4%), Goiás (1,4%), Rio Grande do Sul (1,1%) e São Paulo (0,2%) foram os estados que conseguiram manter o índice de crescimento do setor positivo. As maiores quedas do ano foram registradas no Pará (-9,1%) e no Espírito Santo (-8,4%).Quando a avaliação é da série com ajuste sazonal, entre novembro e dezembro de 2022, Mato Grosso continua em primeiro lugar das expansões mais acentuadas, registrando 5,8% de crescimento. Em seguida, aparecem Amazonas (5,6%), Ceará (4,3%), Paraná (3,9%), Pernambuco (2,7%), Rio Grande do Sul (1,0%), Rio de Janeiro (0,8%), Santa Catarina (0,7%), Região Nordeste (0,6%) e Pará (0,5%)."
Mato Grosso gerou 57 mil novos postos de trabalho em 2022,09/02/2023,https://uniaobrasil.org.br/blog/2023/02/09/mato-grosso-gerou-57-mil-novos-postos-de-trabalho-em-2022/,"O Governo de Mato Grosso, administrado por Mauro Mendes (União Brasil), anunciou a geração de 57.354 novos postos de trabalho no ano de 2022. Nesse cenário, o estado tem a 6ª melhor performance no país na variação de saldos de empregos gerados. Foram admitidos 587.317 trabalhadores enquanto 529.963 foram desligados, um percentual positivo de 7,33%, acima da média nacional que foi de 5,01%.As informações do Cadastro Geral de Empregados e Desempregados (Caged) do Ministério do Trabalho mostram que a maioria dos contratados em Mato Grosso no ano passado são jovens de 18 a 24 anos com ensino médio completo.O setor de serviços foi o maior empregador, gerando 27.602 novos postos de trabalho, seguido pelo comércio que abriu 14.193 vagas. Em terceiro está a agropecuária com 7.609 empregos, depois vem a indústria com 4.056 vagas e por último a construção civil com 3.894 postos de trabalho.Dentre as cidades de Mato Grosso, Cuiabá foi a que mais abriu vagas com 14.579 novas contratações. Em seguida vem Rondonópolis, que gerou 5.512 empregos. Sinop está em terceiro lugar com 4.233 postos de trabalho, seguido por Sorriso com 3.935.O secretário de Estado de Desenvolvimento Econômico, César Miranda, aponta que as contratações pelo setor privado em Mato Grosso também são resultadas das ações do Governo, que tem investido na economia, atraindo empresas que passaram a ter mais segurança para expandir os negócios.“O Governo tem concedido créditos por meio da Desenvolve MT, desburocratizou o acesso aos benefícios fiscais no Estado, tem investido em logística melhorando rodovias para escoamento da nossa produção, organizado setores produtivos. Acreditamos que esse ano de 2023 teremos um desempenho ainda melhor na geração de emprego e renda”, exalta.| Com informações da Secretaria de Comunicação do Governo de Mato Grosso"
União Brasil: força e equilíbrio para pacificar o país,08/02/2023,https://uniaobrasil.org.br/blog/2023/02/08/uniao-brasil-forca-e-equilibrio-para-pacificar-o-pais/,"Há um ano, em 8 de fevereiro de 2022, era oficializado um dos maiores instrumentos democráticos do país: o União Brasil. Após a decisão unânime do Tribunal Superior Eleitoral (TSE), Democratas e PSL deram início a um movimento necessário de redução do número de siglas.Nascemos com o propósito de fortalecer a circulação de ideias na agenda política nacional. Os pontos que temos em comum são capazes de construir consensos e pacificar divergências que fazem parte do debate democrático. Afinal, não somos uma união apesar das diferenças. Somos uma união pelas diferenças.Desde a concepção, o projeto de país do União Brasil é ancorado pelo diálogo e pelo anseio de uma nação economicamente livre e socialmente justa. Sob o guarda-chuva do Estado Democrático de Direito, queremos somar esforços com o propósito de servir de caminho para a prosperidade que os brasileiros merecem ter.Nas eleições de 2022, o auge da participação popular, nos colocamos como uma alternativa. Ao todo, nossos candidatos angariaram mais de 35 milhões de votos. Elegemos 100 deputados estaduais, 59 deputados federais, cinco senadores (que se juntaram a outros quatro em meio de mandato) e quatro governadores. Assim, nos firmamos como força política no Brasil.Sabemos que as assembleias legislativas, a Câmara dos Deputados, o Senado Federal e os governos estaduais são os olhos da democracia. A pluralidade de ideias demonstra a diversidade do povo brasileiro. Por isso, nossos representantes têm autonomia e liberdade para exercerem seus mandatos, garantidos pelo voto popular.Apesar de sermos uma jovem democracia, contamos com instituições sólidas, que nos provam ter maturidade para resistir às intempéries antidemocráticas. O futuro certamente nos reserva avanços para as próximas gerações. Temos a força e o equilíbrio necessários para construir o Brasil dos nossos sonhos.Luciano Caldas BivarPresidente Nacional do União Brasil"
Goiás terá Delegacia Estadual de Combate à Violência Contra a Mulher,08/02/2023,https://uniaobrasil.org.br/blog/2023/02/08/goias-tera-delegacia-estadual-de-combate-a-violencia-contra-a-mulher/,"Ampliação do efetivo de policiais, maior integração e cooperação entre as forças de segurança e transformação da Delegacia Especializada de Atendimento à Mulher (Deam) de Goiânia em Delegacia Estadual de Combate à Violência Contra a Mulher. Essas foram algumas das medidas anunciadas durante apresentação realizada pelo governador Ronaldo Caiado (União Brasil), no Palácio das Esmeraldas, em Goiânia.“Tenho buscado resultados. É fundamental que tenhamos esse compromisso. O segundo mandato é mais desafiador do que o primeiro, pois exige de nós mais avanços. Não é sobre ter a sensação de segurança, mas é ter a certeza da segurança. Então, a responsabilidade é ainda maior”, afirmou o chefe do Executivo.O novo delegado-geral da Polícia Civil de Goiás, André Ganga, disse que pretende ampliar a Delegacia da Mulher de Goiânia, transformando-a em uma estrutura estadual.“Nossa ideia é ampliar seus tentáculos, transformá-la de uma delegacia municipal em estadual e padronizar procedimentos. Com isso, daremos um reforço para evitar crimes violentos contra mulheres”, explicou.Para ele, o chamamento de cerca de 900 policiais aprovados em concurso público deve contribuir para operacionalizar a mudança.| Com informações da Secretaria de Comunicação do Governo de Goiás"
Goiás bate recorde de matrículas na rede estadual de ensino,06/02/2023,https://uniaobrasil.org.br/blog/2023/02/06/goias-bate-recorde-de-matriculas-na-rede-estadual-de-ensino/,"O Governo de Goiás, administrado por Ronaldo Caiado (União Brasil), atingiu o maior número de matrículas para a rede estadual de ensino de toda a história.Em cinco dias, mais de 200 mil matrículas foram realizadas. Atualmente, o número de crianças prontas para acessar a rede pública de educação passa dos 520 mil.“Muito obrigado a todos os estudantes, e também suas famílias, que estão conosco na construção do nosso estado da educação”, escreveu o governador em suas redes sociais.“Os números mostram a vontade de estudar que nossos alunos têm e como estão confiantes no futuro do nosso estado”, acrescentou Caiado.| Foto: Hegon Corrêa| Com informações do Governo de Goiás"
Governo de Goiás lança programa para incentivar criação de empresas inovadoras,03/02/2023,https://uniaobrasil.org.br/blog/2023/02/03/governo-de-goias-lanca-programa-para-incentivar-criacao-de-empresas-inovadoras/,"O Governo de Goiás, administrado por Ronaldo Caiado (União Brasil), lançou o Programa de Pré-incubação e Mentoria e Apoio a Empreendimentos Inovadores (Pmaei) da Escola do Futuro do Estado (EFG). A iniciativa é voltada a startups e empreendedores de base tecnológica, e tem o objetivo de desenvolver e fomentar o ecossistema de inovação goiano.O edital busca pessoas que queiram empreender e precisam de ajuda para tirar sua ideia do papel, ou empreendedores que já tenham o seu negócio mas precisam de auxílio para desenvolver seu produto ou serviço de maneira inovadora. O edital é formado por duas frentes: o Programa de Mentoria e Apoio a Empreendimentos Inovadores (Pmaei) e o uso dos Ambientes de Inovação das EFGs.Os Ambientes de Inovação são compostos por três laboratórios. O InoveLab é um laboratório com equipamentos de última geração para o desenvolvimento de protótipos. A Pré-incubadora e Coworking são espaços para reuniões, estudo, trabalho, networking e compartilhamento de ideias. Já o Estúdio TV-Web de audiovisual é equipado com equipe técnica especializada para gravações em vídeo e áudio.Para orientar o desenvolvimento dos negócios, o Pmaei oferecerá mentorias nas áreas de Captação de Recursos, Administrativa e Financeira; Marketing, Comunicação e Vendas; Tecnologia e Inovação; Jurídica e Propriedade Intelectual.O ciclo de pré-incubação terá duração de quatro meses, com direito a até oito sessões individuais gratuitas de mentoria das áreas de interesse do candidato. As mentorias e o uso dos ambientes de inovação serão realizados de forma presencial nas instalações físicas das EFGs localizadas nos municípios de Goiânia, Aparecida de Goiânia e Santo Antônio do Descoberto.Para se inscrever o candidato precisa ser maior de idade, ter o ensino fundamental completo e ser proprietário ou sócio do negócio.A ideia ou projeto proposto deve obrigatoriamente ter caráter de inovação (conforme a Lei de Inovação – Lei Nº 10.973, de 2 de dezembro, de 2004). As inscrições devem ser feitas pelo site: https://efg.org.br/stais. O resultado preliminar sai em até 15 dias úteis após a inscrição do candidato.| Foto: Secretaria de Estado de Desenvolvimento e Inovação| Com informações da Secretaria de Estado de Desenvolvimento e Inovação do Governo de Goiás"
Escolas técnicas móveis reforçam ensino profissionalizante em Rondônia,03/02/2023,https://uniaobrasil.org.br/blog/2023/02/03/escolas-tecnicas-moveis-reforcam-ensino-profissionalizante-em-rondonia/,"As escolas técnicas móveis estão sendo fundamentais para o Governo de Rondônia cumprir metas de expansão da educação profissional, conforme o planejamento estratégico que visa garantir aos jovens e adultos uma nova oportunidade de inserção no mercado de trabalho através da formação profissional.O Governo de Rondônia, administrado por Marcos Rocha (União Brasil), destaca a importância quanto à aquisição de escolas técnicas móveis para levar ensino profissionalizante a alunos de todas as regiões do Estado, principalmente em comunidades remotas.As unidades flexíveis itinerantes oferecem cursos ministrados pelo Instituto Estadual de Desenvolvimento da Educação Profissional – Idep. Em 2022, as mesmas ofertaram cursos a 2.188 alunos de vários municípios rondonienses.Em 2021, foram inauguradas quatro unidades: Panificação e Confeitaria; Máquinas Pesadas e Agrícolas; Piscicultura e Frigorífico e Imagem Pessoal. Para o governador, a educação profissional tem capacidade transformadora tanto do indivíduo, quanto do desenvolvimento econômico.“Estamos massificando o ensino profissionalizante. Temos a convicção de que a educação profissional gera oportunidades, viabilizando o progresso econômico e o desenvolvimento social”, destacou o governador Marcos Rocha.| Com informações da Secretaria de Comunicação do Governo de Rondônia"
"“Estamos construindo um sólido caminho para desenvolver setores da economia no Amazonas”, destaca Wilson Lima",03/02/2023,https://uniaobrasil.org.br/blog/2023/02/03/estamos-construindo-um-solido-caminho-para-desenvolver-setores-da-economia-no-amazonas-destaca-wilson-lima/,"O Governador de Amazonas, Wilson Lima (União Brasil), afirmou nesta quinta-feira (02) que novas matrizes econômicas já são realidade no Amazonas. Na abertura dos trabalhos da 20ª legislatura da Assembleia Legislativa do Estado, o chefe do Executivo reforçou que o governo seguirá buscando fortalecer a Zona Franca de Manaus e priorizando as áreas social e geração de emprego e renda.“O desenvolvimento de novas matrizes econômicas deixou de ser discurso vazio, sem resultados práticos. Sem descuidar da defesa intransigente da Zona Franca de Manaus, estamos construindo um sólido caminho para desenvolver setores como o do gás natural, mercado que ganhou um novo marco regulatório, quando nós, Governo do Estado e Assembleia Legislativa, quebramos o monopólio do gás”, destacou Wilson Lima.Ele lembrou que em 2021 foi aprovada a Lei nº 5.420 (a Lei do Gás), apresentada pelo Governo do Estado. A norma se tornou um novo marco legal do serviço de distribuição e comercialização de gás natural, e que tem a perspectiva de geração de, ao menos, 20 mil empregos diretos, em uma estimativa para sete anos. Atualmente, o estado do Amazonas já conta com o campo pelo Complexo do Azulão, localizado no município de Silves (a 204 quilômetros de Manaus).Wilson Lima enfatizou ainda que, em novembro de 2022, assinou decreto estabelecendo as cotas e a alocação dos créditos de carbono do estado que conta com mais de 809,6 milhões de toneladas de carbono equivalente (tCO2e) disponíveis para venda. Desta forma, o Amazonas está habilitado a captar mais de US$ 1,6 bilhão em recursos estrangeiros, criando assim uma nova matriz econômica e sustentável para a região.“Digo sem vaidade, mas também sem medo de errar, que não houve um dia sequer que tenhamos deixado de agir pelo bem do povo do Amazonas”, declarou o governador.| Com informações da Secretaria de Comunicação do Governo do Amazonas"
Observatório Legislativo Brasileiro: União Brasil tem quatro dos dez parlamentares mais influentes do país,03/02/2023,https://uniaobrasil.org.br/blog/2023/02/03/observatorio-legislativo-brasileiro-uniao-brasil-tem-quatro-dos-dez-parlamentares-mais-influentes-do-pais/,"O União Brasil tem quatro dos dez parlamentares mais influentes da Câmara dos Deputados. Os dados foram divulgados nesta sexta-feira (03) pelo Observatório do Legislativo Brasileiro, centro de estudos ligado à Universidade Estadual do Rio de Janeiro (UERJ).Entre os deputados federais citados no ranking estão o líder da bancada do União Brasil na Câmara, Elmar Nascimento (BA), e os parlamentares Felipe Francischini (PR), Arthur Maia (BA) e Kim Kataguiri (SP). O desempenho dos deputados foi avaliado durante a 56ª Legislatura (2019-2022).O Observatório do Legislativo Brasileiro combina expertise acadêmica e ferramentas de análise de dados para acompanhar e avaliar o comportamento dos parlamentares no Congresso Nacional.Sediado do Instituto de Estudos Sociais e Políticos da UERJ, um dos principais centros de pesquisa e ensino de pós-graduação em Ciência Política e Sociologia do Brasil, o Observatório nasceu da junção do conhecimento teórico sobre a análise política parlamentar com a utilização de ferramentas de programação para a análise e divulgação de dados de interesse público."
Wilson Lima defende diálogo como base da gestão no Amazonas,02/02/2023,https://uniaobrasil.org.br/blog/2023/02/02/wilson-lima-defende-dialogo-como-base-da-gestao-no-amazonas/,"O Governador do Amazonas, Wilson Lima (União Brasil), tomou posse neste domingo (1º). De acordo com o gestor estadual, reeleito em 2022, o novo mandato será pautado pelo diálogo e por muito trabalho.Em publicação feita em seu perfil oficial após a cerimônia de posse, Wilson Lima enfatizou que seguirá trabalhando muito para entregar à população do Amazonas uma gestão eficiente e de qualidade.“Sou grato ao Amazonas, a esse povo que, mais uma vez, deposita a confiança de conduzir os destinos deste estado. Reforço meu compromisso de continuar entregando o meu melhor. Ainda temos muito a fazer. Vamos em frente!”, destacou.Wilson Lima disse que pretende criar soluções estratégicas para, em quatro anos, ter “um Estado com índices e indicadores melhores” que os atuais, com geração de empregos e a ampliação de programas sociais.Em entrevista ao portal G1, o governador do Amazonas afirmou que pretende ampliar a oferta de postos de trabalho a partir da proteção da Zona Franca de Manaus, além de fomentar matrizes econômicas importantes para o Estado, como o gás natural, o potássio, o turismo e a bioeconomia.“A gente vai focar no social e na geração de emprego. No social, o Auxílio Estadual Permanente que vamos ampliar para mais 50 mil famílias e os nossos restaurantes populares do ‘Prato Cheio’. Na geração de emprego, vamos priorizar a proteção da Zona Franca de Manaus e no fomento de matrizes econômicas, como o gás natural, o potássio, o turismo e a bioeconomia”, explicou ao portal de notícias.Nas eleições de 2022, o Governador Wilson Lima se tornou o candidato mais votado de toda a história do Amazonas. Com 1.039.192 de votos, conseguiu quebrar o próprio recorde, conquistado em 2018.| Foto: Reprodução Instagram"
"“Meu compromisso é romper o ciclo da pobreza e fazer um estado que se fortaleça pela educação”, afirma Ronaldo Caiado",02/02/2023,https://uniaobrasil.org.br/blog/2023/02/02/meu-compromisso-e-romper-o-ciclo-da-pobreza-e-fazer-um-estado-que-se-fortaleca-pela-educacao-afirma-ronaldo-caiado/,"O Governador de Goiás, Ronaldo Caiado (União Brasil), reeleito em primeiro turno com 51,81% do votos, foi empossado para administrar a gestão estadual por mais quatro anos no último domingo (1º).Durante cerimônia realizada na Assembleia Legislativa de Goiás, o chefe do Executivo goiano reiterou o compromisso de trabalhar para a parcela mais vulnerável da população e de fortalecer a emancipação social.“Estou aqui hoje unicamente pelo desejo da população e pela importância da democracia, a quem reafirmo meu compromisso. Estou aqui hoje muito mais comprometido com Goiás do que estava em 1º de janeiro de 2019. Estou aqui hoje para seguir com o compromisso popular de romper o ciclo da pobreza e fazer um estado que se fortaleça pela educação”, ressaltou em discurso.Caiado estava acompanhado da primeira-dama do Estado, presidente de honra da Organização das Voluntárias de Goiás (OVG) e coordenadora do Gabinete de Políticas Sociais (GPS), Gracinha Caiado; de suas filhas Anna Vitória e Marcela, que juntas entregaram a faixa governamental ao pai.“Esperem o esforço diário com a construção de soluções, e não com a construção de muros. De mim, esperem pontes para atravessar”, destacou o governador.Em repouso relativo, em São Paulo (SP), por recomendação médica após passar por uma cirurgia de revascularização do miocárdio, no último dia 8 de dezembro, Caiado participou da cerimônia de forma remota. Ao usar a palavra, o governador agradeceu à equipe médica e aos goianos pelas orações que recebeu em função do seu quadro atual de saúde. “Estou me recuperando bem e em breve estarei no batente do dia a dia”, acrescentou.| Foto: Bianca Kida| Com informações da Secretaria de Comunicação do Governo de Goiás"
Rodrigo Cunha é eleito Segundo Vice-Presidente do Senado,02/02/2023,https://uniaobrasil.org.br/blog/2023/02/02/rodrigo-cunha-e-eleito-segundo-vice-presidente-do-senado/,"O senador Rodrigo Cunha (AL) foi eleito, nesta quarta-feira (1º), como segundo vice-presidente da Mesa Diretora do Senado Federal. A atuação no cargo prevê a substituição do presidente e do primeiro vice-presidente em casos de falta ou impedimentos.Neste contexto, caberá ao parlamentar convocar e presidir as sessões da Casa e as sessões conjuntas do Congresso Nacional, dar posse aos senadores e fazer comunicação de interesse do Senado e do país, a qualquer momento, no Plenário. Designar a Ordem do Dia das sessões deliberativas (definir os projetos que devem ir a votação, de acordo com as regras regimentais) e retirar matéria de pauta para cumprimento de despacho, correção de erro ou omissão no avulso eletrônico e para sanar falhas da instrução, além de decidir as questões de ordem.Também está prevista a possibilidade de decisão sobre a impugnação das proposições que lhe pareçam contrárias à Constituição, às leis, ou ao regimento, ressalvado ao autor recurso para o Plenário, que decidirá após audiência da Comissão de Constituição, Justiça e Cidadania (CCJ).O senador Rodrigo Cunha foi o deputado estadual mais votado de Alagoas no pleito de 2014, quando recebeu 60.759 votos. Em 2019, chegou ao Senado para cumprir seu primeiro mandato como parlamentar da Casa. Para o biênio de 2021 e 2022, foi eleito presidente da Comissão de Ciência, Tecnologia, Inovação, Comunicação e Informática."
Salvador terá escolas bilíngue e para crianças com transtorno do espectro autista,02/02/2023,https://uniaobrasil.org.br/blog/2023/02/02/salvador-tera-escolas-bilingue-e-para-criancas-com-transtorno-do-espectro-autista/,"O prefeito de Salvador, Bruno Reis (União Brasil), anunciou nesta quinta-feira (2), que implantará a Escola Infantil Bilíngue e a primeira Escola TEA, uma unidade especializada em atender crianças com Transtorno do Espectro Autista. O gestor também afirmou que 2023 será um ano definitivo para mitigar os efeitos da pandemia na educação, como a defasagem e o aumento da evasão escolar.“Sabemos que um dos piores efeitos da pandemia no Brasil, e no mundo, foi a defasagem no aprendizado e o aumento da evasão escolar. Nós não vamos aceitar isso. Para mitigar os danos, precisamos acelerar ainda mais as transformações em curso. Colocar todas as estruturas da Prefeitura no aprimoramento da escola. Para tornar as práticas em sala de aula mais atrativas, o currículo mais conectado à tecnologia e o aluno focado desde cedo na construção do seu futuro”, discursou.A Escola TEA visa ampliar as ações de ensino inclusivo da capital baiana e o projeto da Escola Infantil Bilíngue visa ofertar aos alunos da rede municipal o contato com línguas estrangeiras ainda na primeira infância, facilitando o aprendizado. “Tanto na creche como na pré-escola, nossas crianças vão passar a aprender em espanhol e em inglês, tendo assim a chance de ganhar aquela fluência natural num idioma estrangeiro que só a primeira infância permite”, disse.Educação DigitalBruno Reis destacou ainda a implantação de um inédito programa de Educação Digital em Salvador, com a entrega de 106 mil tablets com chip de conexão à internet para cada estudante do 1º ao 9º ano da rede municipal e a entrega de 8 mil chromebooks com chips para professores. Além disso, a distribuição de kits multimídia, assegurando um ambiente virtual de aprendizagem dentro e fora da escola.“Estamos ensinando às nossas crianças letramento digital, programação e até como produzir games. Como filho de professora, bem sei o quanto a educação oferece perspectivas de ascensão social para os filhos de família pobre. Para mim, a educação é uma verdadeira obsessão”, afirmou Bruno Reis.O prefeito aproveitou a oportunidade para citar entregas feitas no seu mandato. Foram 12 novas escolas construídas, mais a reforma e ampliação de outras 143. “Temos 15 novas em construção e outras 21 a iniciar. Salvador terá, até o fim do meu mandato, 48 escolas construídas. Ou seja, nossa cidade vai contar com uma nova escola a cada mês. Hoje, Salvador tem 85% da estrutura física renovada. Ao final do meu mandato chegará a quase 100%”, disse."
"Ajuste fiscal e melhoria da logística criaram credibilidade para investir em Mato Grosso, afirma Mauro Mendes",02/02/2023,https://uniaobrasil.org.br/blog/2023/02/02/ajuste-fiscal-e-melhoria-da-logistica-criaram-credibilidade-para-investir-em-mato-grosso-afirma-mauro-mendes/,"Em evento com investidores, governador do Mato Grosso destacou que Estado criou condições para atrais investimentos e empregosDurante o evento “XP Agro Conference”, em São Paulo, o governador Mauro Mendes (União Brasil) afirmou que o ajuste fiscal conquistado pelo Estado, bem como a melhoria na logística, são os principais fatores que levaram Mato Grosso a criar ambiência de negócios e atração de robustos investimentos privados.Mauro Mendes participou, nesta quarta-feira (1º), do painel “Infraestrutura, Logística e Trading do Agro”, junto do CEO da Rumo S/A, Beto Abreu; do chairman da Keppler Weber, Marcelo Lima; e do CEO da Alvean, Paulo Roberto de Souza.“Quando você tem equilíbrio fiscal, passa confiança. Ninguém investe em lugares onde o estado está desequilibrado, onde o Governo tem as contas atrapalhadas, pois é um ambiente de instabilidade e podem vir surpresas tributárias a qualquer momento, e isso afasta o investidor”, afirmou o governador, ao lembrar que em 2019 pegou um estado praticamente quebrado e conseguiu consertar as finanças já no primeiro ano de gestão.Além das contas em dia, de acordo com Mauro Mendes, as fortes ações em todas as áreas, especialmente na Infraestrutura, também colaboraram para que Mato Grosso recebesse investimentos do setor privado e passasse a ostentar o título de Estado com menor desemprego do país.“Investimos 19,6% da nossa receita em 2022. Estamos entre os estados brasileiros que mais investem. Com isso, a gente tem uma agenda forte de infraestrutura, que sempre foi o principal gargalo de Mato Grosso. Somente em asfalto novo, entregamos 2.500 km nos últimos quatro anos”, mencionou o gestor às dezenas de investidores presentes no evento.Para Mauro Mendes, outra ação que tem contribuído para a credibilidade do setor privado em Mato Grosso são as medidas tomadas pelo Governo para reduzir a burocracia e “destravar” projetos estruturantes, a exemplo da 1ª Ferrovia Estadual.Essa ferrovia vai ligar Rondonópolis a Cuiabá e também Rondonópolis a Nova Mutum e Lucas do Rio Verde, se conectando à malha nacional até chegar ao Porto de Santos (SP).“É preciso destravar o setor privado, para que ele possa fazer os investimentos. E foi exatamente o que aconteceu no caso da Rumo, que está construindo uma ferrovia que deve custar quase R$ 15 bilhões. Articulamos o destravamento dessa ferrovia na Assembleia e a empresa agora já está em obras. É um importante investimento logístico para o meu estado e para o Brasil. Esse é apenas um exemplo de dezenas de outros aonde o papel do setor público é regulatório, é licenciatório”, citou.Mauro Mendes ressaltou que levou essa demanda de “destravar” obras ao presidente Luiz Inácio Lula da Silva em reunião realizada com governadores na última semana.“Falei ao presidente Lula que se o Governo Federal atualizar o marco legal de licenciamento, vai destravar dezenas e centenas de projetos. Há muitos projetos em todo o país atolados na burocracia. Isso depende de vontade e determinação, e se houver isso a economia pode crescer de 4% a 5% só com essas medidas”, finalizou.| Com informações da Secretaria de Comunicação do Governo de Mato Grosso"
Goiás lidera geração de emprego no Centro-Oeste em 2022,02/02/2023,https://uniaobrasil.org.br/blog/2023/02/02/goias-lidera-geracao-de-emprego-no-centro-oeste-em-2022/,"Estado criou 87 mil vagas de emprego com carteira assinada no ano passado, reflexo dos bons resultados, principalmente, nos setores de serviços e comércioGoiás encerrou o ano de 2022 com saldo positivo de 87.719 postos de trabalho formais com carteira assinada, números que garantiram ao Estado a liderança da geração de emprego em toda a região Centro-Oeste. Administrado por Ronaldo Caiado (União Brasil), Goiás obteve saldo positivo ao longo de quase todo o ano, fator que demonstrou a força e a importância dos setores de serviços e comércio para a economia.Somente o primeiro, que engloba, por exemplo, prestação de serviços como segurança, limpeza, finanças e turismo, gerou 47.453 vagas de trabalho formais em 2022. Em segundo lugar, o comércio gerou 16.443 oportunidades. Na sequência estão indústria, com 9.024 vagas; construção, com 8.826; e a agropecuária, com 5.943 vagas.Para o governador Ronaldo Caiado, Goiás está no caminho certo ao aliar políticas de transferência de renda e de incentivo ao emprego, por meio de qualificação profissional e apoio às empresas e ao cooperativismo.“Por mais que tenhamos transferência de renda, isso não vai levar nunca ao combate com eficiência da pobreza. O que tira o cidadão da dependência é o emprego, a dignidade, o salário próprio, poder sustentar sua família”, afirmou.| Com informações da Secretaria de Comunicação do Governo de Goiás"
Rodrigo Cunha é eleito Segundo Vice-Presidente do Senado,01/02/2023,https://uniaobrasil.org.br/blog/2023/02/01/rodrigo-cunha-e-eleito-segundo-vice-presidente-do-senado-2/,"O senador Rodrigo Cunha (AL) foi eleito, nesta quarta-feira (1º), como segundo vice-presidente da Mesa Diretora do Senado Federal. A atuação no cargo prevê a substituição do presidente e do primeiro vice-presidente em casos de falta ou impedimentos.Neste contexto, caberá ao parlamentar convocar e presidir as sessões da Casa e as sessões conjuntas do Congresso Nacional, dar posse aos senadores e fazer comunicação de interesse do Senado e do país, a qualquer momento, no Plenário. Designar a Ordem do Dia das sessões deliberativas (definir os projetos que devem ir a votação, de acordo com as regras regimentais) e retirar matéria de pauta para cumprimento de despacho, correção de erro ou omissão no avulso eletrônico e para sanar falhas da instrução, além de decidir as questões de ordem.Também está prevista a possibilidade de decisão sobre a impugnação das proposições que lhe pareçam contrárias à Constituição, às leis, ou ao regimento, ressalvado ao autor recurso para o Plenário, que decidirá após audiência da Comissão de Constituição, Justiça e Cidadania (CCJ).O senador Rodrigo Cunha foi o deputado estadual mais votado de Alagoas no pleito de 2014, quando recebeu 60.759 votos. Em 2019, chegou ao Senado para cumprir seu primeiro mandato como parlamentar da Casa. Para o biênio de 2021 e 2022, foi eleito presidente da Comissão de Ciência, Tecnologia, Inovação, Comunicação e Informática.| Com informações da Agência Senado"
Conheça os Senadores do União Brasil,01/02/2023,https://uniaobrasil.org.br/blog/2023/02/01/conheca-os-senadores-do-uniao-brasil/,"Nesta quarta-feira (1º), os senadores que exercerão seus mandatos a partir da 57ª  Legislatura tomaram posse no Congresso Nacional. Com a chegada de cinco novos parlamentares, o União Brasil no Senado vai contar com 10 representantes na Casa.Ex-presidente do Congresso Nacional, Davi Alcolumbre foi reeleito no Amapá. No Paraná, Sergio Moro ficou com a vaga, assim como Efraim Filho, na Paraíba. Professora Dorinha e Alan Rick serão os representantes do Tocantins e do Acre, respectivamente.Além dos eleitos, os senadores Jayme Campos (MT), Marcio Bittar (AC), Rodrigo Cunha (AL) e Soraya Thronicke (MS) têm mandato até 2027.É papel do senador legislar, fiscalizar, autorizar, julgar e aprovar autoridades indicadas para exercer cargos específicos – verificando se os nomes escolhidos preenchem requisitos constitucionais. Conhecido como Casa Revisora, o Senado também carrega a prerrogativa de rever e avaliar propostas de projetos que tramitam no Congresso Nacional e já foram apreciados pela Câmara dos Deputados.Além disso, é nesta Casa Legislativa que são julgados os possíveis crimes de responsabilidade cometidos por membros do Executivo Federal, do Supremo Tribunal Federal, do Conselho Nacional de Justiça, do Conselho Nacional do Ministério Público, do Procurador-Geral da República e do Advogado-Geral da União.Conheça os nossos Senadores:AcreALAN RICKMÁRCIO BITTARAlagoasRODRIGO CUNHAAmapáDAVI ALCOLUMBREMato GrossoJAYME CAMPOSMato Grosso do SulSORAYA THRONICKETocantinsPROFESSORA DORINHA ParaíbaEFRAIM FILHOParanáSERGIO MORO"
